name,latitude,longitude,average_cost_for_two,price_range,aggregate_rating,votes,cuisines,highlights,all_reviews_count,photo_count
The Terrace Bistro,18.5313973566,73.8744819537,1200,3,3.7,13,"Italian, Continental, Thai","['Lunch', 'Cash', 'Credit Card', 'Delivery', 'Dinner', 'Debit Card', 'Table booking recommended', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar']",5,6
Panchvati by Panchratna,18.5313900451,73.8744863123,1200,3,3.6,64,"North Indian, Mughlai, Goan","['Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Smoking Area', 'Free Parking', 'Outdoor Seating', 'Table reservation required', 'Kid Friendly', 'Fullbar', 'Indoor Seating', 'Air Conditioned']",28,39
Shree Krishna Palace,18.5272926867,73.8733446971,600,2,3.9,241,"North Indian, South Indian, Chinese, Beverages, Desserts","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Pure Veg']",39,29
New Metro Restaurant,18.5281770810,73.8743035868,300,1,3.3,7,"North Indian, Maharashtrian","['Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",3,2
The Egg Corner,18.5273047668,73.8736209646,200,1,3.9,23,Fast Food,"['Dinner', 'Standing Tables', 'Delivery', 'Cash', 'Takeaway Available', 'Digital Payments Accepted']",12,6
Viceroy Bakery,18.5281100045,73.8745771721,200,1,3.3,29,Bakery,"['Delivery', 'Breakfast', 'Cash', 'Takeaway Available', 'Indoor Seating']",0,0
Prince Family Restaurant,18.5281017392,73.8746281341,400,1,0,1,"Chinese, North Indian","['Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating']",0,1
Cafe Buddy's Espresso,18.5231192502,73.8779738545,500,2,3.6,30,"Cafe, Fast Food, Beverages","['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned', 'Wifi']",10,22
The Ladies Club,18.5215554569,73.8798721880,1400,3,3.0,32,"Chinese, Fast Food, North Indian, Mughlai","['Lunch', 'Cash', 'Dinner', 'Takeaway Available', 'Fullbar', 'Digital Payments Accepted', 'Indoor Seating', 'Table Reservation Not Required']",13,10
Blue Nile,18.5218415758,73.8774504885,800,2,4.1,4548,"North Indian, Chinese, Mughlai, Malwani, Desserts","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",1455,939
Ritz Restaurant,18.5233363807,73.8767722249,550,2,3.4,33,"North Indian, South Indian, Fast Food","['Credit Card', 'Breakfast', 'Lunch', 'Debit Card', 'Takeaway Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",23,9
Pokket Cafe,18.5216600493,73.8770283759,300,1,2.8,12,"Fast Food, Chinese, Beverages, Desserts","['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Free Parking']",5,22
Caneyard,18.5215627688,73.8770950958,150,1,3.7,280,"Juices, Beverages","['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted']",12,4
Fresh Fruit Juices & Milkshakes,18.5215595897,73.8770927489,100,1,3.1,122,"Beverages, Juices","['Cash', 'Delivery', 'Takeaway Available', 'Outdoor Seating']",3,3
Dolchii,18.5213259255,73.8771705329,1300,3,3.5,250,"North Indian, Chinese, Continental","['Takeaway Available', 'Credit Card', 'Lunch', 'Dinner', 'Cash', 'Debit Card', 'Digital Payments Accepted', 'Kid Friendly', 'Valet Parking Available', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",155,166
Taipan's Dhaba,18.5216454254,73.8768952712,500,2,3.7,36,"North Indian, Fast Food, Chinese","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating']",1,3
Sahare Dining Hall,18.5232371938,73.8764879107,400,1,4.1,505,North Indian,"['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Pure Veg']",87,101
Sukh Sagar,18.5217188627,73.8767628372,700,2,3.9,308,"Street Food, Fast Food, North Indian, Chinese, Malwani","['Cash', 'Credit Card', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",31,34
Cake Cart,18.5229504413,73.8764107972,250,1,4.2,434,Bakery,"['Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Delivery', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating', 'Pure Veg']",36,78
Vikram Resto-Bar,18.5225578249,73.8764188439,700,2,3.6,22,North Indian,"['Credit Card', 'Debit Card', 'Takeaway Available', 'Delivery', 'Lunch', 'Dinner', 'Cash', 'Indoor Seating', 'Digital Payments Accepted', 'Smoking Area', 'Outdoor Seating', 'Fullbar']",10,11
The Fish House,18.5218240908,73.8766314089,600,2,0,0,"Malwani, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Outdoor Seating', 'Digital Payments Accepted']",0,1
Uncle Kitchen,18.5218097849,73.8766032457,550,2,3.9,184,"North Indian, Chinese, Fast Food, Maharashtrian, Beverages","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Pure Veg', 'Free Parking']",23,28
Ravi Fast Food,18.5218174147,73.8765948638,700,2,3.9,42,"North Indian, Chinese, Beverages","['Cash', 'Lunch', 'Dinner', 'Mall Parking', 'Delivery', 'Takeaway Available', 'Outdoor Seating', 'Free Parking']",2,7
Baba's Corner,18.5218202759,73.8765817881,600,2,3.1,162,"Chinese, North Indian, Maharashtrian, Beverages","['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Mall Parking', 'Delivery', 'Indoor Seating']",10,33
Sai,18.5218174147,73.8765824586,700,2,3.5,85,"North Indian, Chinese, Street Food","['Cash', 'Takeaway Available', 'Dinner', 'Mall Parking', 'Delivery', 'Lunch', 'Outdoor Seating']",7,9
Kapila Kathi Kebab,18.5348156145,73.8763145730,400,1,4.3,706,Rolls,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Outdoor Seating']",360,104
Hyderabad Tandoori,18.5349666100,73.8763551414,600,2,3.5,646,"Hyderabadi, Chinese, North Indian","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Table Reservation Not Required', 'Indoor Seating']",63,24
Caramella's,18.5349977628,73.8762934506,300,1,3.6,20,"Bakery, Desserts, Fast Food","['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'No Seating Available', 'Digital Payments Accepted', 'Desserts and Bakes']",7,27
Cafe Boulevard,18.5346754269,73.8761569932,900,2,3.1,11,"North Indian, Italian, Continental","['Dinner', 'Takeaway Available', 'Breakfast', 'Cash', 'Lunch', 'Credit Card', 'Debit Card', 'Fullbar', 'Indoor Seating', 'Table Reservation Not Required', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area']",6,6
Hungryish The Kitchen,18.5350180000,73.8767210000,300,1,0,2,"Italian, Fast Food","['No Seating Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Digital Payments Accepted']",2,6
Kapila Garden Restaurant & Bar,18.5340323426,73.8764369488,1600,3,3.0,11,"North Indian, Malwani, Chinese","['Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Credit Card', 'Live Entertainment', 'Indoor Seating', 'Digital Payments Accepted', 'Fullbar', 'Rooftop', 'Air Conditioned', 'Smoking Area']",5,9
Paji's Amritsari Kulcha,18.5342940000,73.8756130000,350,1,3.9,22,North Indian,"['No Seating Available', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available']",3,4
Ribbons & Balloons,18.5349675637,73.8773170486,350,1,3.1,29,"Bakery, Desserts","['Cash', 'Debit Card', 'Delivery', 'No Alcohol Available', 'Credit Card', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating', 'Air Conditioned', 'Desserts and Bakes']",10,49
Amul Ice Cream Parlor,18.5349891799,73.8773602992,300,1,3.4,20,"Ice Cream, Desserts","['Cash', 'Debit Card', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",4,22
La Bouchee d'Or,18.5388498527,73.8767169043,600,2,4.1,243,"Cafe, Bakery","['Breakfast', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Outdoor Seating']",110,298
Asia Kitchen By Mainland China,18.5388298264,73.8753650710,1200,3,4.3,866,"Beverages, Asian, Chinese, Sushi","['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Fullbar', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Indoor Seating', 'Digital Payments Accepted']",338,929
The Bacckyard Kitchen & Bar,18.5393158613,73.8751441240,1200,3,3.6,289,"North Indian, Chinese, Finger Food, Bar Food, Mughlai, Salad","['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Group Meal']",97,131
Fantasie Fine Chocolates,18.5393184044,73.8795677572,400,1,0,13,Desserts,"['No Seating Available', 'Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Desserts and Bakes']",4,18
The Steam Room,18.5380440299,73.8795509934,600,2,3.7,25,Italian,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",12,1
Suonmoi,18.5375395543,73.8797783107,1200,3,4.2,353,"Chinese, Thai","['Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned']",166,128
Cream Craver,18.5211062491,73.8770572096,600,2,4.2,1413,"North Indian, Street Food, Chinese, Beverages","['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Debit Card', 'Outdoor Seating', 'Indoor Seating', 'Pure Veg']",742,945
The Relax,18.5218091491,73.8765418902,400,1,3.1,7,Chinese,"['Cash', 'Dinner', 'Delivery', 'Takeaway Available', 'Lunch', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",2,17
Tangerine,18.5201471087,73.8766870648,1000,3,3.5,91,"North Indian, Asian, Continental, Fast Food","['Cash', 'Debit Card', 'Breakfast', 'Dinner', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Wheelchair Accessible', 'Fullbar', 'Valet Parking Available', 'Air Conditioned', 'Buffet']",57,177
Chequered Flag,18.5201464729,73.8766535372,1700,3,3.4,41,"Finger Food, North Indian, Chinese, Continental","['Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Free Parking', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Live Sports Screening', 'Outdoor Seating']",19,82
Little Italy,18.5396242019,73.8834059983,2000,4,4.2,2002,"Italian, Mexican, Pizza, Salad, Beverages","['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned', 'Buffet', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi', 'Brunch']",471,623
Tutto Bene,18.5395965467,73.8833966106,400,1,0,6,"Italian, Beverages, Desserts","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",3,71
Akss - India Reimagined,18.5395816065,73.8833922520,1000,3,3.8,89,"Modern Indian, North Indian","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Air Conditioned', 'Indoor Seating']",58,115
Piazza,18.5395806528,73.8833932579,200,1,0,1,"Pizza, Fast Food","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,11
Little Indian,18.5397335515,73.8834425434,300,1,0,18,"North Indian, Fast Food","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",0,2
Copper Chocs,18.5396102154,73.8832155615,350,1,3.5,20,"Bakery, Desserts, Fast Food","['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",10,36
Tasty Corner,18.5401026056,73.8829801977,350,1,3.8,646,Fast Food,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Outdoor Seating', 'Indoor Seating', 'Sodexo', 'Digital Payments Accepted']",40,21
Nutan Fast Food Center,18.5409513317,73.8834086806,350,1,0,3,"South Indian, Street Food, North Indian, Chinese","['Lunch', 'Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg']",2,11
Hotel Sadanand,18.5410129993,73.8835102692,600,2,3.1,13,"North Indian, South Indian, Chinese, Biryani","['Breakfast', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Table Reservation Not Required']",4,11
Roopalli,18.5410505084,73.8835910708,550,2,3.3,108,"North Indian, Chinese, Mughlai, Seafood","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Indoor Seating']",15,10
CAFE PETER,18.5409955162,73.8849335164,700,2,3.6,363,"Cafe, Japanese, Korean, Continental, Desserts, Coffee","['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Live Music', 'Table Reservation Not Required', 'Indoor Seating', 'Free Wifi', 'Desserts and Bakes']",89,265
The New Cake Factory,18.5408210000,73.8852080000,300,1,0,3,"Bakery, Desserts, Fast Food","['No Seating Available', 'Delivery', 'Credit Card', 'Debit Card', 'Cash', 'Takeaway Available', 'All Day Breakfast', 'Desserts and Bakes']",0,0
Cafe 15A - St Laurn Hotel,18.5387099863,73.8856771588,1000,3,2.6,76,"North Indian, Chinese, Continental","['Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Breakfast', 'Dinner', 'Air Conditioned', 'Buffet', 'Indoor Seating', 'Fullbar']",52,28
Ebony - St Laurn Hotel,18.5386651655,73.8856962696,1400,3,2.4,344,"North Indian, Chinese, Continental, Fast Food","['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Valet Parking Available', 'Indoor Seating', 'Fullbar', 'Air Conditioned', 'Buffet']",243,199
Chai Kona,18.5389350440,73.8859447092,250,1,3.8,20,Fast Food,"['Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",3,3
Chandrama Restaurant & Bar,18.5413200654,73.8854478300,650,2,2.5,47,"North Indian, Chinese, Mughlai, Malwani, Seafood","['Credit Card', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Debit Card', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Fullbar', 'Outdoor Seating', 'Table Reservation Not Required']",29,26
3.14 / 3point14,18.5374998192,73.8815549389,700,2,4.2,467,"European, Beverages","['Lunch', 'Cash', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Gluten Free Options']",89,112
1441 Pizzeria,18.5386066758,73.8864553347,1000,3,4.0,1337,"Pizza, Italian, Fast Food, Beverages","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Free Wifi']",353,365
Savya Rasa,18.5387659329,73.8865136728,2100,4,4.5,1469,"South Indian, Mangalorean, Kerala, Chettinad","['Takeaway Available', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Delivery', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Fullbar', 'Indoor Seating', 'Table booking recommended']",660,1526
Zen Cafe,18.5386645297,73.8864831626,800,2,4.1,461,"Cafe, Sushi, Continental, Italian, Beverages","['Debit Card', 'Cash', 'Dinner', 'Credit Card', 'Delivery', 'Lunch', 'Indoor Seating', 'Outdoor Seating', 'Air Conditioned', 'Free Wifi', 'Vegan Options', 'Valet Parking Available', 'Desserts and Bakes', 'Pure Veg']",119,269
The Kashmir Ice Cream And Snacks,18.5345250668,73.8738935441,250,1,3.2,7,"Desserts, Momos, Beverages","['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Indoor Seating']",5,8
Hotel Samrat,18.5347685674,73.8743877411,400,1,0,19,"North Indian, Chinese, Mughlai","['Lunch', 'Credit Card', 'Cash', 'Debit Card', 'Delivery', 'Dinner', 'Takeaway Available', 'Digital Payments Accepted', 'Free Parking', 'Outdoor Seating', 'Indoor Seating']",0,0
Mallu Stories,18.5348130000,73.8744510000,200,1,3.5,6,Kerala,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating']",5,0
Aai Chi Poli,18.5341772990,73.8747826964,100,1,0,4,North Indian,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",0,0
Atithi Snacks,18.5328796803,73.8740863279,150,1,0,0,"South Indian, North Indian","['Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0
Siddharth Pav Bhaji,18.5195065131,73.8753680885,300,1,3.7,240,"Street Food, Beverages","['Delivery', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Indoor Seating', 'Outdoor Seating', 'Pure Veg']",66,15
Bhavnagari Dry Fruit Co.,18.5193224000,73.8756032000,300,1,0,0,"Mithai, Street Food","['No Seating Available', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Desserts and Bakes']",0,0
Gulshan-E-Iran,18.5180857494,73.8745530322,600,2,3.4,10,"Chinese, North Indian","['Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Brunch', 'Indoor Seating', 'Digital Payments Accepted']",3,1
Supriya Restaurant,18.5192496384,73.8757764548,500,2,4.2,2253,"Fast Food, Chinese, North Indian, South Indian, Sandwich","['Cash', 'Debit Card', 'Delivery', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Takeaway Available', 'Breakfast', 'Lunch', 'Pure Veg', 'Indoor Seating']",241,201
Maratha Samrat,18.5204313226,73.8725876436,1100,3,4.4,1050,Maharashtrian,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating']",275,410
Ibaco,18.5195070000,73.8759610000,300,1,0,1,"Desserts, Ice Cream","['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",0,2
Cafe Kaz,18.5179058084,73.8745449856,250,1,0,17,"Fast Food, Chinese, North Indian, Beverages","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",2,0
Cafe Chokolade,18.5192788865,73.8759434223,450,1,3.3,150,"Cafe, Fast Food, Desserts, Beverages","['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Desserts and Bakes']",42,61
Gokool,18.5178533521,73.8746133819,600,2,3.8,369,"Fast Food, North Indian, Chinese, Beverages","['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating']",44,35
Natural Ice Cream,18.5192588579,73.8760165125,150,1,4.4,1381,"Ice Cream, Desserts","['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",100,65
Mahesh Lunch Home,18.5205324187,73.8724072650,1500,3,4.2,736,"Seafood, North Indian, Chinese","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Fullbar', 'Serves Cocktails']",337,227
Sampan Food House,18.5173945971,73.8745868951,500,2,3.3,217,"Chinese, North Indian, Mughlai","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",4,0
Mazdana Restaurant & Bar,18.5210108758,73.8722584024,1100,3,3.9,93,"Continental, North Indian, Bar Food, Chinese, Maharashtrian","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Outdoor Seating', 'Table booking recommended', 'Air Conditioned']",66,52
Bakers Lavazza,18.5172823720,73.8747629151,600,2,0,3,Bakery,"['Delivery', 'Breakfast', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes']",1,6
